League,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER
2019-2020 NBA NBA Summer League Stats,Jarnell Stokes,POR,.719,.688,214.1,11.2,22.2,17.0,13.8,24.6,0.9,4.0,19.3,-5.7,1.7,120.9,104.3,16.6,44.4,23.4
2019-2020 NBA NBA Summer League Stats,Naz Long,CLE,.604,.523,174.0,3.9,18.7,10.6,44.7,21.3,0.9,0.9,28.7,-0.3,1.5,107.8,106.6,1.2,46.3,23.3
2019-2020 NBA NBA Summer League Stats,Chris Clemons,HOU,.572,.538,159.8,2.9,16.3,8.9,12.4,11.1,2.8,0.7,29.2,-3.1,1.3,109.8,111.2,-1.4,51.9,23.2
2019-2020 NBA NBA Summer League Stats,Kelan Martin,MIN,.624,.591,174.2,4.0,24.9,14.8,8.1,6.5,1.8,0.5,20.1,-0.2,1.4,122.3,90.0,32.3,71.8,23.2
2019-2020 NBA NBA Summer League Stats,Donta Hall,DET,.475,.381,96.4,16.9,15.6,16.2,13.1,8.7,2.7,10.2,16.3,2.7,1.4,117.9,92.2,25.7,43.0,23.2
2019-2020 NBA NBA Summer League Stats,Javonte Green,BOS,.588,.513,153.3,8.9,12.0,10.5,17.3,14.8,3.7,-,18.5,1.1,1.4,121.7,97.2,24.6,49.8,23.2
2019-2020 NBA NBA Summer League Stats,Amida Brimah,BRK,.684,.650,133.8,19.1,17.0,18.0,2.2,27.0,-,12.9,19.5,-11.7,1.9,109.9,89.7,20.2,36.0,23.2
2019-2020 NBA NBA Summer League Stats,Cliff Alexander,LAC,.553,.500,125.0,18.7,18.7,18.7,-,22.9,2.4,7.6,31.1,-17.4,1.3,94.2,92.7,1.6,17.0,23.2
2019-2020 NBA NBA Summer League Stats,Brandon Ashley,SAC,.575,.550,183.3,11.4,20.8,15.9,6.2,8.7,1.7,7.1,17.5,-1.2,1.2,119.9,95.0,24.8,25.3,23.1
2019-2020 NBA NBA Summer League Stats,Naz Reid,MIN,.573,.523,172.5,11.0,17.6,14.4,19.8,17.1,0.7,3.0,26.9,-4.1,1.3,107.1,93.5,13.6,59.9,22.9
2019-2020 NBA NBA Summer League Stats,Tramaine Isabell,LAC,.368,.350,105.0,4.1,7.9,6.1,51.3,-,4.1,-,19.2,23.1,0.8,116.9,96.8,20.1,11.8,22.8
2019-2020 NBA NBA Summer League Stats,David Kramer,PHX,.615,.594,150.0,5.2,12.1,8.8,8.6,4.9,1.2,2.1,21.1,0.8,1.5,123.8,95.1,28.7,15.3,22.6
2019-2020 NBA NBA Summer League Stats,Vic Law,ORL,.507,.500,111.0,11.9,27.6,19.2,8.7,5.6,3.9,-,19.2,0.9,1.1,112.8,91.9,20.9,17.3,22.4
2019-2020 NBA NBA Summer League Stats,Shaquille Harrison,CHI,.513,.455,112.1,-,17.4,10.3,10.4,18.0,8.1,-,23.0,-5.7,1.3,94.0,72.1,21.9,10.5,22.3
2019-2020 NBA NBA Summer League Stats,Devontae Cacok,LAL,.608,.622,99.7,15.8,21.6,18.6,10.8,19.8,3.9,0.7,20.0,-6.6,1.3,106.8,101.1,5.7,51.0,22.2
2019-2020 NBA NBA Summer League Stats,Rawle Alkins,HOU,.574,.525,178.3,11.1,16.9,13.6,17.3,11.7,-,-,22.5,0.7,1.3,119.4,120.6,-1.3,18.8,22.2
2019-2020 NBA NBA Summer League Stats,Grant Williams,BOS,.599,.544,159.7,9.2,15.2,12.2,10.5,11.4,1.9,2.8,19.6,-0.8,1.4,124.3,98.5,25.8,50.1,22.1
2019-2020 NBA NBA Summer League Stats,Malik Newman,CLE,.583,.537,163.3,-,12.0,5.9,17.5,12.7,1.8,-,28.4,-2.8,1.4,107.1,109.9,-2.8,26.0,22.1
2019-2020 NBA NBA Summer League Stats,Julian Washburn,GSW,.615,.600,160.0,2.7,13.8,8.7,-,-,1.2,2.4,15.4,-,1.3,131.8,97.9,34.0,14.9,22.1
2019-2020 NBA NBA Summer League Stats,Tyler Cook,DEN,.773,.667,166.7,13.4,10.5,12.0,14.0,20.5,4.2,2.6,12.1,-,2.0,140.9,93.4,47.5,13.3,22.0
2019-2020 NBA NBA Summer League Stats,Mfiondu Kabengele,LAC,.534,.472,161.8,10.1,17.8,13.7,3.6,5.9,0.4,4.3,25.6,-2.4,1.3,112.8,93.3,19.5,41.0,22.0
2019-2020 NBA NBA Summer League Stats,William McDowell-White,HOU,.833,.833,116.7,6.4,4.0,5.3,22.1,25.0,4.5,-,10.2,4.1,1.7,143.5,106.1,37.3,13.8,21.9
2019-2020 NBA NBA Summer League Stats,Devin Cannady,OKC,.600,.600,80.0,-,14.1,7.2,9.0,-,2.2,-,20.1,3.1,1.2,116.7,91.4,25.3,8.3,21.8
2019-2020 NBA NBA Summer League Stats,Thomas Robinson,SAS,.602,.565,126.5,18.0,33.9,26.9,3.5,15.4,-,1.7,24.3,-7.6,1.4,108.9,98.7,10.1,26.3,21.8
2019-2020 NBA NBA Summer League Stats,Kenny Goins,DEN,.571,.571,92.9,7.3,-,3.3,13.3,-,2.6,-,15.7,7.5,1.1,148.6,138.5,10.1,6.8,21.7
2019-2020 NBA NBA Summer League Stats,Tony Carr,NOP,.548,.482,162.8,2.7,10.8,6.8,23.2,10.9,3.2,-,20.7,4.6,1.3,118.7,93.9,24.8,28.4,21.6
2019-2020 NBA NBA Summer League Stats,Derek Willis,PHX,.588,.588,104.2,2.3,16.7,9.9,16.6,5.6,3.9,1.8,15.5,4.7,1.2,122.0,90.1,31.9,21.3,21.5
2019-2020 NBA NBA Summer League Stats,Nick Mayo,MIA,.713,.708,195.8,4.7,9.2,7.2,7.9,18.4,3.4,-,17.7,-4.6,1.6,122.6,102.8,19.8,25.0,21.5
2019-2020 NBA NBA Summer League Stats,Duncan Robinson,MIA,.581,.557,160.9,0.7,16.9,9.5,13.7,10.7,2.2,1.7,21.9,0.2,1.2,117.8,100.3,17.5,60.1,21.5
2019-2020 NBA NBA Summer League Stats,Yannis Morin,OKC,.776,.833,83.3,-,11.1,5.8,-,-,-,9.2,11.3,-,1.7,142.1,89.0,53.1,9.4,21.4
2019-2020 NBA NBA Summer League Stats,Rui Hachimura,WAS,.591,.524,170.8,7.0,15.4,11.0,4.0,14.0,0.5,5.1,24.3,-6.8,1.4,109.0,93.3,15.7,33.0,21.4
2019-2020 NBA NBA Summer League Stats,Retin Obasohan,PHX,.795,.750,270.0,-,6.0,3.2,30.8,26.1,1.4,-,19.0,-,1.8,125.2,100.0,25.3,10.4,21.3
2019-2020 NBA NBA Summer League Stats,Amine Noua,ATL,.479,.450,179.4,7.4,14.6,10.8,14.9,8.7,7.2,1.9,18.0,1.3,1.0,103.6,84.1,19.5,22.5,21.2
2019-2020 NBA NBA Summer League Stats,Perrion Callandret,CHI,.765,.700,210.0,-,32.5,17.3,31.3,33.8,3.0,-,11.9,3.1,1.8,116.9,94.4,22.5,15.3,21.0
2019-2020 NBA NBA Summer League Stats,Max Strus,BOS,.608,.569,172.1,4.4,10.6,7.6,15.5,13.5,1.3,3.1,20.4,0.5,1.3,122.7,103.3,19.4,28.1,21.0
2019-2020 NBA NBA Summer League Stats,Todd Withers,DET,.787,.800,162.7,3.2,16.0,9.7,5.0,5.9,0.5,1.7,14.2,-,1.7,146.3,101.9,44.4,37.8,21.0
2019-2020 NBA NBA Summer League Stats,Devin Robinson,POR,.626,.567,155.6,9.1,17.4,13.4,2.9,15.4,1.8,5.1,18.1,-5.4,1.6,118.8,103.5,15.2,38.1,21.0
2019-2020 NBA NBA Summer League Stats,A.J. Davis,PHI,.738,.700,187.1,5.6,8.8,7.2,4.3,14.1,1.3,2.5,16.1,-3.6,1.8,130.8,112.1,18.7,13.4,20.9
2019-2020 NBA NBA Summer League Stats,Bruno Caboclo,MEM,.566,.518,164.3,8.8,18.7,13.7,6.0,14.9,2.0,6.4,21.7,-5.5,1.2,107.1,94.9,12.2,57.6,20.9
2019-2020 NBA NBA Summer League Stats,Trevon Bluiett,NOP,.633,.618,161.1,3.8,8.0,5.9,8.9,8.9,1.0,3.4,18.7,-0.7,1.4,125.5,98.3,27.2,34.4,20.9
2019-2020 NBA NBA Summer League Stats,Dedric Lawson,GSW,.505,.477,137.1,6.3,21.3,14.2,21.9,11.2,4.8,4.0,16.2,4.3,1.1,106.9,80.1,26.8,32.3,20.8
2019-2020 NBA NBA Summer League Stats,Juwan Morgan,UTA,.533,.521,139.8,13.7,21.4,17.4,7.4,7.3,2.0,3.8,16.5,-,1.1,116.8,103.8,12.9,31.6,20.8
2019-2020 NBA NBA Summer League Stats,Christ Koumadje,PHI,.653,.632,129.8,17.1,22.6,19.9,2.5,17.9,-,13.6,15.1,-5.7,1.6,119.0,97.0,22.0,33.1,20.8
2019-2020 NBA NBA Summer League Stats,George King,UTA,.627,.583,185.3,3.9,11.2,7.4,13.9,15.2,1.7,2.2,23.7,-3.7,1.4,112.8,108.0,4.9,28.9,20.7
2019-2020 NBA NBA Summer League Stats,Josh Gray,BRK,.578,.535,186.2,2.3,14.6,9.0,24.9,13.8,2.5,1.0,19.8,2.6,1.3,114.2,92.9,21.3,58.5,20.7
2019-2020 NBA NBA Summer League Stats,Jordan Murphy,MIN,.500,.426,127.4,12.5,21.4,17.1,8.8,12.7,1.8,3.2,28.9,-5.4,1.3,100.6,89.3,11.3,38.0,20.6
2019-2020 NBA NBA Summer League Stats,Ignas Brazdeikis,NYK,.674,.663,183.0,3.6,13.0,8.8,14.8,19.6,1.1,2.0,22.8,-5.0,1.5,109.8,103.5,6.3,47.0,20.6
2019-2020 NBA NBA Summer League Stats,Ebuka Izundu,GSW,.504,.500,196.7,28.8,15.0,21.3,4.1,11.2,1.1,2.3,17.5,-3.1,1.1,113.2,91.8,21.3,18.3,20.4
2019-2020 NBA NBA Summer League Stats,Jordan Bone,DET,.540,.448,161.6,-,15.6,8.1,19.1,17.0,2.9,1.3,27.2,-3.6,1.3,99.0,97.4,1.6,21.3,20.3
2019-2020 NBA NBA Summer League Stats,Jarred Vanderbilt,DEN,.575,.569,130.1,14.9,36.5,25.7,14.2,26.9,2.8,2.7,22.6,-8.8,1.3,97.3,97.8,-0.5,47.9,20.3
2019-2020 NBA NBA Summer League Stats,Devonte' Graham,CHA,.506,.462,159.3,4.6,13.0,8.6,31.2,14.1,2.8,-,23.9,4.3,1.1,107.4,101.1,6.2,33.3,20.1
2019-2020 NBA NBA Summer League Stats,Jacorey Williams,CLE,.598,.618,104.6,8.1,21.3,14.5,11.5,13.0,0.5,3.2,18.8,-1.9,1.4,111.5,106.3,5.2,42.3,20.1
2019-2020 NBA NBA Summer League Stats,Troy Caupain,WAS,.511,.500,149.7,1.6,15.4,8.1,38.0,12.7,1.2,0.8,22.2,5.7,1.1,103.2,101.4,1.8,46.0,19.9
2019-2020 NBA NBA Summer League Stats,Amir Coffey,LAC,.545,.510,151.6,3.9,15.5,9.4,19.0,8.2,0.8,0.7,21.2,2.5,1.3,113.5,96.0,17.5,44.8,19.9
2019-2020 NBA NBA Summer League Stats,Gerald Hannahs,MEM,.594,.548,179.3,0.7,9.2,5.0,8.0,8.0,1.4,-,23.1,-1.5,1.3,115.7,102.2,13.5,40.8,19.9
2019-2020 NBA NBA Summer League Stats,Justin James,SAC,.652,.609,175.6,1.5,15.4,8.5,12.3,10.3,1.3,2.8,16.2,1.3,1.5,128.6,104.0,24.6,26.1,19.8
2019-2020 NBA NBA Summer League Stats,Jalen Lecque,PHX,.580,.479,151.5,-,14.1,7.2,17.9,11.7,3.2,1.2,19.6,1.8,1.5,114.0,92.4,21.6,21.8,19.7
2019-2020 NBA NBA Summer League Stats,Yuta Watanabe,MEM,.627,.583,175.0,7.3,14.3,11.4,10.4,18.9,-,-,23.2,-6.1,1.5,110.8,92.1,18.7,16.5,19.6
2019-2020 NBA NBA Summer League Stats,Norvel Pelle,PHI,.596,.500,120.6,12.4,19.0,15.9,4.2,11.3,1.6,10.7,12.5,-1.9,1.8,123.8,94.2,29.6,35.4,19.5
2019-2020 NBA NBA Summer League Stats,Tarik Phillip,WAS,.578,.605,112.6,1.8,6.1,3.8,18.2,9.1,3.7,1.8,17.3,2.5,1.2,110.9,100.4,10.5,16.8,19.4
2019-2020 NBA NBA Summer League Stats,Dewan Hernandez,TOR,.473,.422,120.7,9.3,20.2,14.4,14.8,6.9,0.8,3.0,23.9,0.8,1.1,103.7,98.6,5.0,46.5,19.4
2019-2020 NBA NBA Summer League Stats,"James Palmer, Jr.",PHX,.597,.526,161.9,1.0,12.7,7.0,11.0,11.3,2.7,1.6,21.0,-1.2,1.4,113.0,94.0,19.0,32.8,19.3
2019-2020 NBA NBA Summer League Stats,Shayne Whittington,DAL,.622,.576,173.7,9.7,19.3,14.5,7.9,14.0,1.5,2.0,18.4,-2.7,1.4,120.0,105.7,14.3,32.4,19.3
2019-2020 NBA NBA Summer League Stats,Marial Shayok,PHI,.546,.540,143.1,-,19.6,10.1,25.0,17.2,1.0,-,29.2,-3.9,1.2,96.1,108.4,-12.3,29.6,19.1
2019-2020 NBA NBA Summer League Stats,Terance Mann,LAC,.610,.625,113.3,9.4,30.2,19.1,33.9,36.0,1.7,1.8,16.0,-0.8,1.3,99.5,90.9,8.6,43.6,19.1
2019-2020 NBA NBA Summer League Stats,Jinqiu Hu,CHI,.628,.588,158.8,22.0,12.3,17.2,3.3,17.9,-,1.7,16.1,-5.9,1.4,117.0,121.2,-4.3,19.6,19.0
2019-2020 NBA NBA Summer League Stats,Nick Ward,ATL,.541,.478,112.5,14.8,26.1,20.3,7.2,18.7,1.7,6.9,18.7,-6.0,1.4,102.9,88.1,14.7,34.4,19.0
2019-2020 NBA NBA Summer League Stats,Josh Reaves,DAL,.522,.462,149.4,2.9,20.4,11.7,15.0,11.7,2.4,3.2,23.5,-,1.2,106.8,102.9,3.9,41.1,19.0
2019-2020 NBA NBA Summer League Stats,Kadeem Allen,NYK,.674,.591,200.0,1.1,7.9,4.9,27.1,13.4,3.2,-,12.6,7.7,1.6,135.9,102.1,33.8,36.4,18.7
2019-2020 NBA NBA Summer League Stats,Wenyen Gabriel,SAC,.591,.597,144.6,6.4,22.3,14.3,1.5,11.6,0.4,7.6,20.5,-5.0,1.5,110.6,97.3,13.3,36.0,18.6
2019-2020 NBA NBA Summer League Stats,Jacob Evans,GSW,.522,.465,173.9,2.6,15.5,9.4,27.6,17.3,1.1,2.9,24.9,-0.3,1.1,97.7,91.2,6.5,45.3,18.5
2019-2020 NBA NBA Summer League Stats,Mitchell Creek,MIN,.787,.718,205.8,3.4,12.7,8.2,7.9,16.8,1.3,0.9,13.2,-2.1,2.0,136.1,95.4,40.7,61.8,18.4
2019-2020 NBA NBA Summer League Stats,Isaac Bonga,WAS,.507,.455,128.8,8.7,11.7,10.1,12.8,14.0,3.1,4.4,18.9,-2.1,1.1,101.3,98.3,3.1,21.0,18.4
2019-2020 NBA NBA Summer League Stats,"Bonzie Colson, Jr.",MIL,.569,.511,146.7,6.3,18.0,12.0,7.5,14.7,1.6,1.6,23.8,-5.5,1.4,104.8,100.1,4.7,38.1,18.4
2019-2020 NBA NBA Summer League Stats,Daulton Hommes,MIL,.748,.700,202.7,-,9.5,4.6,7.2,12.5,2.5,-,14.1,-1.4,1.7,130.9,101.1,29.8,27.1,18.3
2019-2020 NBA NBA Summer League Stats,Miles Bridges,CHA,.573,.545,160.7,4.0,22.6,13.1,8.6,18.9,2.3,1.8,23.7,-7.5,1.2,97.6,94.3,3.3,34.9,18.3
2019-2020 NBA NBA Summer League Stats,Kenrich Williams,NOP,.480,.478,115.9,7.8,27.5,17.7,10.1,13.2,3.3,0.8,18.7,-1.4,1.0,101.8,87.0,14.8,48.0,18.2
2019-2020 NBA NBA Summer League Stats,Roko Rogic,CRO,.603,.517,188.8,2.9,15.3,8.8,35.1,20.5,2.1,0.9,15.8,6.8,1.4,118.5,104.3,14.2,42.9,18.2
2019-2020 NBA NBA Summer League Stats,Chris Silva,MIA,.579,.500,116.7,18.0,18.3,18.1,11.2,14.8,1.4,1.3,11.8,1.4,1.7,130.0,98.3,31.6,27.8,18.2
2019-2020 NBA NBA Summer League Stats,Zach Hankins,PHI,.609,.545,154.5,7.8,14.4,11.2,4.1,-,1.1,6.1,11.8,1.5,1.4,140.9,101.4,39.4,14.1,18.1
2019-2020 NBA NBA Summer League Stats,Sedrick Barefield,ATL,.530,.450,160.0,-,11.0,5.4,-,8.1,2.3,-,24.9,-4.8,1.2,103.8,88.5,15.3,4.9,18.1
2019-2020 NBA NBA Summer League Stats,R.J. Barrett,NYK,.476,.424,131.2,0.9,26.4,15.1,27.3,14.6,1.1,2.7,28.1,1.0,1.1,94.5,96.9,-2.4,52.8,18.1
2019-2020 NBA NBA Summer League Stats,Kyle Guy,SAC,.499,.451,153.4,1.7,7.8,4.8,16.3,6.9,2.2,0.8,23.5,2.8,1.1,107.6,101.7,5.9,36.8,18.1
2019-2020 NBA NBA Summer League Stats,"Derrick Walton, Jr.",LAC,.631,.636,152.6,6.6,5.5,6.1,20.3,7.8,2.6,1.4,9.5,6.6,1.4,139.9,94.5,45.4,20.8,18.0
2019-2020 NBA NBA Summer League Stats,Tyler Harvey,MEM,.558,.552,158.7,1.1,6.5,3.8,21.5,11.1,1.1,-,23.2,1.7,1.1,109.1,104.0,5.1,51.5,18.0
2019-2020 NBA NBA Summer League Stats,Emanuel Terry,OKC,.604,.591,116.2,5.9,14.1,10.1,-,9.6,1.3,3.4,18.8,-4.2,1.5,110.5,91.1,19.4,21.3,17.9
2019-2020 NBA NBA Summer League Stats,Brian Bowen II,IND,.701,.614,200.0,4.8,19.6,11.1,14.7,15.9,0.5,1.1,13.5,-0.3,1.7,129.3,113.7,15.6,32.5,17.9
2019-2020 NBA NBA Summer League Stats,Arnoldas Kulboka,CHA,.532,.531,124.0,5.3,18.4,11.9,8.8,3.0,1.9,1.2,18.6,2.2,1.1,114.2,94.2,20.0,26.8,17.9
2019-2020 NBA NBA Summer League Stats,Marques Bolden,CLE,.606,.476,135.1,9.3,12.1,10.7,4.9,12.5,0.9,5.7,13.5,-1.9,1.6,122.1,105.9,16.2,35.0,17.7
2019-2020 NBA NBA Summer League Stats,Khadeen Carrington,OKC,.536,.420,151.1,1.1,15.6,8.5,39.5,25.1,2.9,1.7,17.7,5.4,1.3,100.4,88.3,12.1,39.4,17.7
2019-2020 NBA NBA Summer League Stats,Zak Irvin,NYK,.333,.333,33.3,19.8,8.2,13.4,15.1,-,4.4,-,11.8,6.2,0.7,111.9,99.8,12.1,4.5,17.6
2019-2020 NBA NBA Summer League Stats,Jemerrio Jones,WAS,.375,.375,37.5,26.1,18.8,22.7,6.6,-,1.7,-,11.9,2.4,0.8,115.3,102.2,13.1,11.8,17.6
2019-2020 NBA NBA Summer League Stats,Dzanan Musa,BRK,.472,.405,143.7,3.4,18.4,11.6,20.1,8.7,1.4,0.6,24.5,2.7,1.1,103.5,94.2,9.2,45.6,17.5
2019-2020 NBA NBA Summer League Stats,Chris Chiozza,HOU,.690,.672,171.0,1.4,10.3,5.4,31.9,29.7,2.3,1.3,14.1,4.3,1.5,118.0,113.3,4.7,52.5,17.5
2019-2020 NBA NBA Summer League Stats,Ben Moore,SAS,.634,.522,145.0,8.3,22.2,16.1,8.5,17.1,1.3,5.3,13.4,-1.8,1.6,119.6,100.0,19.6,42.5,17.4
2019-2020 NBA NBA Summer League Stats,Jaron Johnson,LAL,.533,.484,137.1,1.2,18.9,9.6,20.3,9.0,0.6,-,21.3,2.4,1.3,111.2,110.0,1.2,26.1,17.2
2019-2020 NBA NBA Summer League Stats,Marin Maric,CRO,.522,.440,117.3,9.9,24.3,16.8,16.4,22.2,4.0,2.3,35.7,-13.4,1.3,91.8,98.7,-6.9,10.9,17.2
2019-2020 NBA NBA Summer League Stats,Kavell Bigby-Williams,NOP,.520,.481,109.7,14.8,27.4,21.1,-,15.5,0.5,3.0,18.3,-6.9,1.3,104.0,91.8,12.3,33.4,17.2
2019-2020 NBA NBA Summer League Stats,Codi Miller-McIntyre,LAL,.499,.422,135.6,1.9,22.6,12.2,38.6,26.4,2.8,0.9,20.8,1.9,1.2,94.3,104.3,-10.0,41.8,17.2
2019-2020 NBA NBA Summer League Stats,Elie Okobo,PHX,.540,.526,184.2,2.9,7.1,5.0,17.6,15.3,2.6,-,26.3,-3.1,1.1,97.7,97.2,0.5,19.0,17.1
2019-2020 NBA NBA Summer League Stats,Jordan Loyd,TOR,.450,.373,165.9,3.1,10.4,6.4,37.5,16.4,5.3,-,25.4,2.3,1.0,93.8,87.4,6.4,35.3,17.1
2019-2020 NBA NBA Summer League Stats,B.J. Johnson,SAC,.500,.500,70.5,4.0,8.9,6.3,9.4,8.3,2.7,3.7,18.9,-,1.0,105.1,101.7,3.5,15.5,17.0
2019-2020 NBA NBA Summer League Stats,Ibou Faye,MIA,.506,.500,100.0,22.6,13.5,17.6,-,21.6,1.4,9.6,15.8,-8.8,1.1,101.7,102.0,-0.3,12.0,17.0
2019-2020 NBA NBA Summer League Stats,Brandon Randolph,MIN,.579,.333,133.3,-,11.5,6.4,37.7,18.8,-,-,26.0,3.8,1.7,114.9,87.9,27.0,1.9,16.9
2019-2020 NBA NBA Summer League Stats,Josh Okogie,MIN,.512,.365,141.9,-,19.1,10.1,17.4,15.3,1.3,4.1,23.3,-0.9,1.4,99.4,88.8,10.7,31.4,16.7
2019-2020 NBA NBA Summer League Stats,Peyton Aldridge,MEM,.881,.846,228.2,7.5,16.1,11.9,4.7,16.9,-,3.7,8.0,-1.1,2.0,152.8,102.6,50.2,34.8,16.7
2019-2020 NBA NBA Summer League Stats,Stevie Thompson,DAL,.658,.667,145.6,-,4.4,2.2,5.8,-,1.8,-,15.5,2.5,1.4,138.7,114.4,24.3,4.8,16.7
2019-2020 NBA NBA Summer League Stats,Matt Farrell,MIL,.586,.615,90.0,2.5,11.2,6.8,43.5,26.8,0.6,-,18.5,5.4,1.2,105.5,103.9,1.7,32.1,16.6
2019-2020 NBA NBA Summer League Stats,Zhou Qi,CHI,.454,.419,120.7,14.8,40.7,27.6,6.2,20.8,2.1,9.5,27.8,-12.0,1.0,84.1,103.8,-19.7,36.1,16.6
2019-2020 NBA NBA Summer League Stats,Stan Okoye,BOS,.569,.569,131.7,8.7,22.7,15.9,7.1,11.8,1.1,-,16.2,-1.6,1.2,115.3,98.5,16.9,28.3,16.5
2019-2020 NBA NBA Summer League Stats,Jordan Sibert,ATL,.521,.440,168.9,2.2,6.4,4.3,19.5,9.6,1.5,-,26.8,-,1.2,105.4,100.5,4.9,22.4,16.5
2019-2020 NBA NBA Summer League Stats,Dererk Pardon,ORL,.559,.538,113.8,4.4,13.7,8.5,7.6,11.6,2.2,2.2,16.9,-1.6,1.3,105.9,99.2,6.7,12.6,16.5
2019-2020 NBA NBA Summer League Stats,Jared Harper,PHX,.483,.438,156.3,-,12.0,6.1,19.8,8.4,2.8,-,23.2,3.0,1.1,99.7,95.0,4.7,21.5,16.4
2019-2020 NBA NBA Summer League Stats,Matisse Thybulle,PHI,.613,.560,173.8,2.2,11.1,6.8,12.0,20.2,3.2,3.5,16.6,-3.6,1.4,107.0,100.3,6.7,45.0,16.4
2019-2020 NBA NBA Summer League Stats,Kevin Knox,NYK,.542,.457,141.2,2.7,12.2,8.0,12.9,17.4,1.9,1.3,25.7,-5.0,1.5,98.4,102.6,-4.2,35.3,16.4
2019-2020 NBA NBA Summer League Stats,Reid Travis,ATL,.538,.531,125.0,4.8,28.9,16.5,9.2,17.0,3.0,4.5,15.3,-3.1,1.3,97.7,85.9,11.8,24.3,16.4
2019-2020 NBA NBA Summer League Stats,Domagoj Vukovic,CRO,.478,.447,170.2,12.7,7.5,10.3,10.3,13.1,4.8,-,18.7,-2.0,1.0,100.7,99.8,0.9,14.8,16.3
2019-2020 NBA NBA Summer League Stats,Ben Lawson,MEM,.529,.400,130.9,14.8,23.8,19.5,2.0,24.1,1.9,3.4,21.3,-11.3,1.5,96.3,92.6,3.7,26.6,16.3
2019-2020 NBA NBA Summer League Stats,Justin Simon,CHI,.512,.516,91.6,8.3,10.4,9.4,6.5,8.3,3.1,2.4,14.4,-0.3,1.1,107.0,99.6,7.4,31.9,16.3
2019-2020 NBA NBA Summer League Stats,Juan Toscano-Anderson,GSW,.574,.574,122.2,4.7,18.1,11.7,16.8,23.3,2.6,5.3,17.5,-3.2,1.3,96.7,88.4,8.3,30.8,16.2
2019-2020 NBA NBA Summer League Stats,Isaac Humphries,LAC,.437,.400,130.0,4.8,22.5,13.5,14.3,12.1,1.2,7.6,25.7,-2.5,1.0,86.8,92.0,-5.2,13.8,16.2
2019-2020 NBA NBA Summer League Stats,Dylan Windler,CLE,.512,.483,158.5,1.7,25.8,12.7,23.9,8.5,-,-,24.6,1.6,1.1,99.1,109.5,-10.4,19.9,16.2
2019-2020 NBA NBA Summer League Stats,Jordan Poole,GSW,.519,.467,145.6,0.9,8.2,4.8,10.9,17.0,3.6,0.8,28.8,-7.6,1.2,89.8,89.9,-0.2,26.9,16.0
2019-2020 NBA NBA Summer League Stats,DaQuan Jeffries,ORL,.567,.538,168.3,3.0,9.5,6.0,11.1,14.7,2.4,3.2,20.3,-2.3,1.3,103.8,98.3,5.5,36.5,16.0
2019-2020 NBA NBA Summer League Stats,Jalen Adams,NOP,.557,.519,161.1,3.0,9.1,6.0,23.9,19.1,1.9,0.9,15.3,3.7,1.2,112.2,97.0,15.2,31.3,15.9
2019-2020 NBA NBA Summer League Stats,DeVaughn Akoon-Purcell,IND,.464,.418,138.3,8.1,13.9,10.6,10.8,11.7,2.3,-,23.4,-3.2,1.0,96.2,108.6,-12.4,38.4,15.9
2019-2020 NBA NBA Summer League Stats,Devin Davis,ORL,.593,.550,150.0,1.5,21.4,10.6,10.6,19.2,4.0,1.3,17.8,-3.6,1.5,103.4,92.7,10.7,20.0,15.9
2019-2020 NBA NBA Summer League Stats,Eric Paschall,GSW,.558,.500,144.4,4.0,16.4,10.1,24.1,21.8,-,-,21.2,-1.2,1.3,99.9,109.8,-9.9,8.8,15.9
2019-2020 NBA NBA Summer League Stats,Jordan McLaughlin,MIN,.482,.438,148.0,3.4,11.0,7.3,29.9,16.4,2.5,0.9,18.8,4.8,1.1,101.7,93.4,8.2,63.9,15.8
2019-2020 NBA NBA Summer League Stats,Dwayne Bacon,CHA,.509,.431,151.6,1.0,8.3,4.6,11.7,10.6,0.5,0.9,27.2,-2.3,1.2,101.0,104.5,-3.5,20.0,15.7
2019-2020 NBA NBA Summer League Stats,Ailun Guo,CHI,.614,.621,154.5,1.8,10.2,6.1,30.8,28.2,1.4,-,31.2,-10.8,1.4,95.0,117.9,-22.9,13.3,15.7
2019-2020 NBA NBA Summer League Stats,Deng Adel,HOU,.625,.606,178.5,4.1,9.2,6.4,14.5,20.4,1.6,1.5,14.7,-0.8,1.3,112.6,115.3,-2.6,36.6,15.6
2019-2020 NBA NBA Summer League Stats,Tahjere McCall,ATL,.562,.515,166.9,6.7,18.1,12.3,15.8,23.5,3.9,0.8,17.3,-3.8,1.3,99.5,88.1,11.4,39.8,15.6
2019-2020 NBA NBA Summer League Stats,Semaj Christon,SAC,.637,.567,158.1,2.0,10.9,6.4,28.3,30.2,1.2,0.9,20.8,-2.6,1.7,104.0,102.5,1.5,29.9,15.6
2019-2020 NBA NBA Summer League Stats,Darel Poirier,SAS,1.025,1.000,275.0,-,17.5,10.2,-,38.1,-,-,14.3,-12.9,2.5,107.8,105.8,2.0,6.3,15.6
2019-2020 NBA NBA Summer League Stats,Jeremiah Martin,MIA,.496,.453,114.1,1.2,11.4,6.7,18.2,18.2,3.7,1.0,21.5,-1.1,1.3,98.1,98.7,-0.7,24.1,15.6
