League,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2008-2009 NBA NBA Summer League Stats,Delonte Holland,NYK,5,12.3,5.4,2.4,6.2,.387,0.0,0.4,.000,0.6,0.6,1.000,0.0,1.8,1.8,0.2,0.2,0.2,1.2,2.0
2008-2009 NBA NBA Summer League Stats,Brian Roberts,LAL,5,17.3,5.4,1.6,4.4,.364,0.8,1.6,.500,1.4,1.4,1.000,0.0,0.0,0.0,1.2,0.0,0.0,2.2,1.4
2008-2009 NBA NBA Summer League Stats,Antonio Graves-Davis,NYK,4,12.3,5.3,1.8,3.5,.500,0.5,1.3,.400,1.3,1.8,.714,0.8,1.0,1.8,1.5,0.0,0.5,1.3,1.3
2008-2009 NBA NBA Summer League Stats,Aaron Miles,DAL,5,16.2,5.2,1.8,4.8,.375,0.0,0.0,.000,1.6,2.0,.800,0.0,2.0,2.0,4.4,0.6,0.2,1.8,0.6
2008-2009 NBA NBA Summer League Stats,Pat Carroll,PHI,5,14.0,5.2,1.8,4.0,.450,0.6,1.0,.600,1.0,1.0,1.000,0.4,0.8,1.2,0.2,0.2,0.0,1.4,1.6
2008-2009 NBA NBA Summer League Stats,Robert Traylor,CLE,3,13.8,5.0,2.0,5.0,.400,0.0,0.0,.000,1.0,3.0,.333,3.3,2.7,6.0,1.0,0.3,1.0,1.7,2.7
2008-2009 NBA NBA Summer League Stats,Alan Anderson,MEM,3,13.8,5.0,1.3,4.0,.333,0.3,1.3,.250,2.0,2.7,.750,0.3,1.3,1.7,1.0,0.7,0.3,0.7,0.7
2008-2009 NBA NBA Summer League Stats,Reggie Williams,DAL,2,12.7,5.0,1.5,4.5,.333,0.0,1.0,.000,2.0,3.0,.667,0.5,1.5,2.0,0.5,2.0,0.0,0.5,0.0
2008-2009 NBA NBA Summer League Stats,Justin Williams,HOU,3,13.6,5.0,2.0,3.3,.600,0.0,0.3,.000,1.0,3.3,.300,1.3,2.0,3.3,0.3,0.0,0.7,0.7,4.3
2008-2009 NBA NBA Summer League Stats,Billy Thomas,CLE,2,21.0,5.0,2.0,7.5,.267,0.0,2.0,.000,1.0,1.5,.667,0.5,1.5,2.0,2.0,1.0,0.5,1.0,2.5
2008-2009 NBA NBA Summer League Stats,Jameel Watkins,SAS,2,15.4,5.0,2.5,4.5,.556,0.0,0.0,.000,0.0,0.0,.000,2.0,1.5,3.5,0.0,0.0,0.0,1.5,4.5
2008-2009 NBA NBA Summer League Stats,Keith McLeod,DAL,5,19.5,4.8,1.4,4.8,.292,0.4,1.8,.222,1.6,2.2,.727,0.4,0.8,1.2,1.0,0.2,0.0,1.8,1.6
2008-2009 NBA NBA Summer League Stats,Lorenzo Mata,LAL,4,18.8,4.8,2.3,4.3,.529,0.0,0.0,.000,0.3,1.5,.167,2.5,4.0,6.5,0.5,0.3,1.3,2.3,4.0
2008-2009 NBA NBA Summer League Stats,Daniel Ewing,TOR,4,14.8,4.8,1.5,3.0,.500,0.3,0.8,.333,1.5,1.5,1.000,0.0,0.5,0.5,1.3,0.5,0.0,2.0,3.0
2008-2009 NBA NBA Summer League Stats,Brandon Heath,LAC,4,16.4,4.8,1.8,4.5,.389,1.0,2.5,.400,0.3,0.3,1.000,0.3,0.8,1.0,0.8,0.3,0.0,2.5,2.5
2008-2009 NBA NBA Summer League Stats,Jiri Hubalek,PHX,3,12.2,4.7,2.0,4.7,.429,0.0,2.0,.000,0.7,0.7,1.000,0.3,1.3,1.7,0.3,0.0,0.0,0.3,2.7
2008-2009 NBA NBA Summer League Stats,Brandon Hunter,NYK,5,15.9,4.6,1.6,2.8,.571,0.0,0.0,.000,1.4,2.6,.538,0.8,2.6,3.4,0.0,0.2,0.0,1.2,3.0
2008-2009 NBA NBA Summer League Stats,Dan Coleman,MIN,2,9.7,4.5,1.0,2.0,.500,0.0,0.0,.000,2.5,3.0,.833,0.5,1.5,2.0,0.0,0.0,1.5,1.5,1.5
2008-2009 NBA NBA Summer League Stats,Courtney Sims,NOP,4,9.6,4.5,1.8,3.3,.538,0.3,0.3,1.000,0.8,1.3,.600,1.0,1.0,2.0,0.0,0.0,0.5,1.8,1.5
2008-2009 NBA NBA Summer League Stats,Paul Miller,NYK,4,19.6,4.5,2.0,3.5,.571,0.0,0.5,.000,0.5,1.5,.333,1.0,2.8,3.8,0.3,0.5,0.0,2.0,5.3
2008-2009 NBA NBA Summer League Stats,Sean Banks,TOR,5,14.5,4.4,1.2,3.2,.375,0.0,1.0,.000,2.0,3.0,.667,0.0,0.4,0.4,0.2,0.2,0.6,2.0,2.2
2008-2009 NBA NBA Summer League Stats,Marcus Hall,NYK,4,13.0,4.3,1.8,4.0,.438,0.8,2.3,.333,0.0,0.0,.000,0.5,1.0,1.5,2.0,0.5,0.3,0.5,1.5
2008-2009 NBA NBA Summer League Stats,Justin Cage,PHX,4,17.3,4.3,1.0,3.0,.333,0.0,0.3,.000,2.3,2.8,.818,1.3,0.8,2.0,0.8,0.0,0.3,0.3,1.3
2008-2009 NBA NBA Summer League Stats,Lawrence Roberts,DEN,4,9.4,4.3,1.3,2.5,.500,0.0,0.0,.000,1.8,3.0,.583,1.0,1.8,2.8,0.3,0.0,0.0,0.8,1.5
2008-2009 NBA NBA Summer League Stats,Mykal Riley,GSW,4,14.0,4.3,2.0,4.3,.471,0.3,2.0,.125,0.0,0.0,.000,0.8,1.0,1.8,0.8,0.3,0.0,1.8,1.3
2008-2009 NBA NBA Summer League Stats,James Mays,CHA,5,14.7,4.2,1.4,3.2,.438,0.0,0.0,.000,1.4,3.0,.467,0.8,2.0,2.8,0.4,0.6,0.2,1.0,1.8
2008-2009 NBA NBA Summer League Stats,Jared Jordan,PHX,4,16.4,4.0,1.0,2.5,.400,0.0,0.0,.000,2.0,2.0,1.000,0.5,2.3,2.8,3.0,1.0,0.0,1.3,1.3
2008-2009 NBA NBA Summer League Stats,Frank Elegar,WAS,5,10.2,4.0,1.4,2.0,.700,0.0,0.0,.000,1.2,2.4,.500,0.8,1.4,2.2,0.4,0.0,0.2,0.4,1.2
2008-2009 NBA NBA Summer League Stats,Trent Plaisted,DET,5,18.4,4.0,1.6,2.8,.571,0.0,0.0,.000,0.8,1.2,.667,0.8,1.4,2.2,0.2,0.2,0.0,1.0,2.2
2008-2009 NBA NBA Summer League Stats,Darryl Watkins,LAC,4,18.4,4.0,1.0,3.3,.308,0.0,0.3,.000,2.0,3.5,.571,1.0,1.8,2.8,0.5,0.3,0.8,1.8,3.8
2008-2009 NBA NBA Summer League Stats,Amara Sy,SAS,1,13.9,4.0,0.0,0.0,.000,0.0,0.0,.000,4.0,4.0,1.000,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0
2008-2009 NBA NBA Summer League Stats,Taqwa Pinero,PHX,1,17.9,4.0,2.0,5.0,.400,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
2008-2009 NBA NBA Summer League Stats,Vladimir Veremeenko,WAS,5,11.4,3.8,1.2,3.0,.400,0.0,0.4,.000,1.4,2.0,.700,1.4,2.2,3.6,0.6,0.2,0.4,1.0,1.8
2008-2009 NBA NBA Summer League Stats,Gary Forbes,WAS,5,18.0,3.8,1.4,5.0,.280,0.2,1.6,.125,0.8,0.8,1.000,0.2,0.4,0.6,1.4,0.0,0.0,2.4,1.0
2008-2009 NBA NBA Summer League Stats,Brian Ibekwe,PHX,4,11.2,3.8,1.5,2.8,.545,0.0,0.0,.000,0.8,0.8,1.000,0.8,1.8,2.5,0.8,0.5,0.5,0.8,2.3
2008-2009 NBA NBA Summer League Stats,Awvee Storey,MIL,4,11.8,3.8,1.8,4.3,.412,0.0,1.0,.000,0.3,0.8,.333,0.3,1.5,1.8,0.5,0.0,0.3,0.8,1.3
2008-2009 NBA NBA Summer League Stats,Luke Anderson,PHI,3,7.7,3.7,1.0,2.7,.375,1.0,2.0,.500,0.7,0.7,1.000,1.0,0.3,1.3,1.0,0.0,0.0,0.0,1.3
2008-2009 NBA NBA Summer League Stats,Ndudi Ebi,NOP,5,9.5,3.6,1.6,3.8,.421,0.0,0.4,.000,0.4,1.0,.400,1.0,1.4,2.4,0.0,0.2,0.2,0.4,1.6
2008-2009 NBA NBA Summer League Stats,Brandon Wallace,CHA,5,13.2,3.6,1.4,4.0,.350,0.2,0.2,1.000,0.6,0.6,1.000,0.4,1.4,1.8,0.8,0.2,0.2,0.6,1.6
2008-2009 NBA NBA Summer League Stats,Pat Calathes,LAL,4,9.9,3.5,1.0,3.8,.267,0.3,0.5,.500,1.3,1.5,.833,0.5,1.0,1.5,0.3,0.3,0.0,0.3,0.8
2008-2009 NBA NBA Summer League Stats,Filip Videnov,NOP,6,8.2,3.5,1.3,2.7,.500,0.7,1.8,.364,0.2,0.3,.500,0.2,0.3,0.5,0.0,0.3,0.0,1.0,1.8
2008-2009 NBA NBA Summer League Stats,Li Yi,LAL,2,11.8,3.5,1.5,3.0,.500,0.0,0.0,.000,0.5,0.5,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
2008-2009 NBA NBA Summer League Stats,George Hill,SAS,2,31.0,3.5,0.0,8.0,.000,0.0,2.0,.000,3.5,5.0,.700,0.5,6.0,6.5,4.0,0.5,0.0,3.5,4.0
2008-2009 NBA NBA Summer League Stats,Dawan Robinson,PHI,5,13.1,3.4,0.6,2.4,.250,0.0,0.0,.000,2.2,2.2,1.000,0.2,1.2,1.4,1.4,1.0,0.0,0.8,1.6
2008-2009 NBA NBA Summer League Stats,Morris Finley,POR,5,8.7,3.4,1.4,3.0,.467,0.2,0.8,.250,0.4,0.4,1.000,0.2,0.6,0.8,0.4,0.2,0.0,0.8,1.2
2008-2009 NBA NBA Summer League Stats,Jonathan Wallace,WAS,5,13.1,3.4,1.4,3.2,.438,0.4,1.0,.400,0.2,0.2,1.000,0.0,0.6,0.6,0.4,0.2,0.0,1.0,0.8
2008-2009 NBA NBA Summer League Stats,Mustafa Shakur,CHA,5,13.0,3.4,0.8,4.2,.190,0.2,0.6,.333,1.6,1.8,.889,0.2,2.0,2.2,2.0,0.2,0.0,2.2,2.2
2008-2009 NBA NBA Summer League Stats,Joel Bosh,TOR,3,8.3,3.3,1.3,2.3,.571,0.0,0.3,.000,0.7,0.7,1.000,0.7,0.3,1.0,0.3,0.3,0.0,0.7,2.3
2008-2009 NBA NBA Summer League Stats,David Noel,HOU,3,9.2,3.3,1.3,3.3,.400,0.0,0.3,.000,0.7,1.3,.500,0.0,1.7,1.7,0.0,0.3,0.0,1.0,0.3
2008-2009 NBA NBA Summer League Stats,Jared Dudley,CHA,3,11.0,3.3,1.0,3.0,.333,0.0,0.3,.000,1.3,1.3,1.000,0.7,1.0,1.7,0.3,0.3,0.0,1.3,1.7
2008-2009 NBA NBA Summer League Stats,James White,LAL,3,11.8,3.3,1.3,3.3,.400,0.0,1.3,.000,0.7,2.0,.333,0.7,0.7,1.3,1.0,0.0,0.0,1.3,2.7
2008-2009 NBA NBA Summer League Stats,Marcelus Kemp,LAL,4,6.8,3.3,1.0,3.3,.308,0.3,0.3,1.000,1.0,1.0,1.000,0.0,0.8,0.8,0.8,0.3,0.0,0.8,0.5
2008-2009 NBA NBA Summer League Stats,Matt Walsh,SAC,4,10.1,3.3,1.0,2.8,.364,0.8,1.8,.429,0.5,0.5,1.000,0.3,1.0,1.3,0.5,0.0,0.0,1.3,1.3
2008-2009 NBA NBA Summer League Stats,Chuck Davis,CHA,5,11.8,3.2,0.8,2.2,.364,0.0,0.0,.000,1.6,2.2,.727,1.2,1.2,2.4,0.8,0.2,0.4,1.6,3.4
2008-2009 NBA NBA Summer League Stats,Will Conroy,CLE,4,15.5,3.0,1.0,2.5,.400,0.0,0.5,.000,1.0,1.8,.571,0.0,1.0,1.0,2.0,0.0,0.0,1.3,1.0
2008-2009 NBA NBA Summer League Stats,Longar Longar,MIN,3,9.1,3.0,1.3,2.3,.571,0.0,0.3,.000,0.3,0.3,1.000,0.3,0.7,1.0,0.0,0.0,0.3,1.0,1.0
2008-2009 NBA NBA Summer League Stats,Joseph Jones,HOU,1,8.8,3.0,1.0,2.0,.500,0.0,0.0,.000,1.0,1.0,1.000,1.0,2.0,3.0,0.0,0.0,1.0,1.0,3.0
2008-2009 NBA NBA Summer League Stats,Brian Butch,MEM,2,6.8,3.0,1.5,3.0,.500,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.5
2008-2009 NBA NBA Summer League Stats,Kenny Adeleke,SAS,1,8.5,3.0,0.0,1.0,.000,0.0,0.0,.000,3.0,4.0,.750,1.0,1.0,2.0,0.0,0.0,0.0,5.0,3.0
2008-2009 NBA NBA Summer League Stats,Adam Haluska,NOP,6,21.3,2.8,0.8,4.3,.192,0.3,1.8,.182,0.8,1.0,.833,0.3,1.5,1.8,1.2,0.3,0.0,1.2,1.7
2008-2009 NBA NBA Summer League Stats,Rob Kurz,GSW,5,10.1,2.8,1.2,3.2,.375,0.2,0.8,.250,0.2,0.2,1.000,0.6,2.2,2.8,0.2,0.2,0.2,0.8,2.4
2008-2009 NBA NBA Summer League Stats,Aleks Maric,POR,5,15.6,2.8,1.0,2.4,.417,0.0,0.0,.000,0.8,1.2,.667,1.0,2.8,3.8,0.2,0.0,0.2,1.4,3.8
2008-2009 NBA NBA Summer League Stats,Alexis Ajinca,CHA,5,15.0,2.8,0.8,4.4,.182,0.0,1.0,.000,1.2,1.4,.857,1.0,2.2,3.2,0.6,0.0,0.8,1.4,3.2
2008-2009 NBA NBA Summer League Stats,Vincent Grier,MIN,4,9.3,2.8,0.8,1.5,.500,0.0,0.0,.000,1.3,1.5,.833,0.5,1.0,1.5,0.5,0.0,0.3,1.8,1.8
2008-2009 NBA NBA Summer League Stats,Bo McCalebb,SAC,4,8.3,2.8,0.8,1.5,.500,0.0,0.0,.000,1.3,1.8,.714,0.0,0.8,0.8,0.8,0.3,0.0,1.3,3.0
2008-2009 NBA NBA Summer League Stats,Roderick Riley,MIL,3,12.7,2.7,1.0,2.0,.500,0.0,0.0,.000,0.7,1.7,.400,1.7,5.0,6.7,0.7,0.0,0.3,0.7,1.3
2008-2009 NBA NBA Summer League Stats,John Thomas,MIL,3,14.4,2.7,1.0,2.7,.375,0.0,0.0,.000,0.7,1.3,.500,1.3,1.3,2.7,0.3,0.0,0.3,1.0,1.7
2008-2009 NBA NBA Summer League Stats,Aleks Maric,POR,6,13.3,2.7,1.0,2.2,.462,0.0,0.0,.000,0.7,1.5,.444,0.8,2.5,3.3,0.2,0.0,0.2,1.3,3.2
2008-2009 NBA NBA Summer League Stats,Steven Hill,POR,5,17.6,2.6,1.0,1.6,.625,0.0,0.0,.000,0.6,0.8,.750,0.8,1.0,1.8,0.0,0.6,2.2,1.2,4.2
2008-2009 NBA NBA Summer League Stats,Callistus Eziukwu,PHI,2,7.9,2.5,0.5,0.5,1.000,0.0,0.0,.000,1.5,2.0,.750,0.5,1.0,1.5,0.0,0.5,0.5,0.5,2.5
2008-2009 NBA NBA Summer League Stats,Frankie Williams,NOP,2,6.6,2.5,0.5,2.0,.250,0.5,1.0,.500,1.0,1.0,1.000,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.5
2008-2009 NBA NBA Summer League Stats,Dion Dowell,GSW,4,17.2,2.5,0.8,3.5,.214,0.0,0.5,.000,1.0,1.5,.667,1.3,1.5,2.8,0.5,0.5,0.5,0.8,4.5
2008-2009 NBA NBA Summer League Stats,Edin Bavcic,PHI,5,10.1,2.4,1.2,2.8,.429,0.0,0.0,.000,0.0,0.0,.000,0.8,0.8,1.6,0.0,0.2,0.2,0.6,0.6
2008-2009 NBA NBA Summer League Stats,Lance Allred,CLE,3,9.6,2.3,1.0,3.0,.333,0.0,0.0,.000,0.3,0.7,.500,1.3,2.0,3.3,0.0,0.0,0.3,0.0,1.3
2008-2009 NBA NBA Summer League Stats,Chris Lofton,DEN,4,7.1,2.3,0.8,2.3,.333,0.8,1.3,.600,0.0,0.3,.000,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.5
2008-2009 NBA NBA Summer League Stats,Dontaye Draper,WAS,5,12.2,2.2,1.0,2.6,.385,0.0,0.0,.000,0.2,0.4,.500,0.0,1.4,1.4,1.4,0.8,0.2,1.0,0.8
2008-2009 NBA NBA Summer League Stats,Taj McCullough,WAS,5,11.3,2.2,0.6,1.6,.375,0.0,0.2,.000,1.0,1.6,.625,0.4,1.6,2.0,0.0,0.0,0.0,0.0,1.0
2008-2009 NBA NBA Summer League Stats,Curtis Stinson,LAC,4,16.1,2.0,1.0,2.3,.444,0.0,0.0,.000,0.0,0.0,.000,0.5,1.0,1.5,0.8,0.5,0.3,1.0,1.0
2008-2009 NBA NBA Summer League Stats,Romeo Travis,CLE,3,9.9,2.0,1.0,3.3,.300,0.0,0.0,.000,0.0,0.0,.000,1.0,1.0,2.0,1.0,0.0,0.0,0.3,0.7
2008-2009 NBA NBA Summer League Stats,Jonte Flowers,DET,2,8.5,2.0,1.0,1.5,.667,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5
2008-2009 NBA NBA Summer League Stats,Songtao Zhang,NYK,5,10.0,2.0,1.0,2.6,.385,0.0,0.0,.000,0.0,0.0,.000,1.8,0.4,2.2,0.4,0.0,0.4,0.8,2.8
2008-2009 NBA NBA Summer League Stats,Juan Palacios,SAC,1,3.5,2.0,1.0,2.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
2008-2009 NBA NBA Summer League Stats,Sherman Gay,PHI,1,6.2,2.0,1.0,1.0,1.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2008-2009 NBA NBA Summer League Stats,Rod Benson,TOR,2,5.3,2.0,0.5,2.0,.250,0.0,0.0,.000,1.0,2.0,.500,1.5,1.5,3.0,0.0,0.0,0.0,1.0,2.0
2008-2009 NBA NBA Summer League Stats,Ryan Hollins,CHA,3,7.4,2.0,0.3,0.7,.500,0.0,0.0,.000,1.3,2.0,.667,0.3,1.0,1.3,0.7,0.0,0.3,2.0,1.7
2008-2009 NBA NBA Summer League Stats,Aleks Maric,POR,1,1.9,2.0,1.0,1.0,1.000,0.0,0.0,.000,0.0,3.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2008-2009 NBA NBA Summer League Stats,Dan Nwaelele,SAS,2,17.1,2.0,1.0,2.5,.400,0.0,1.0,.000,0.0,0.0,.000,0.5,2.5,3.0,0.5,0.0,0.0,2.0,3.0
2008-2009 NBA NBA Summer League Stats,Brent Petway,MEM,1,7.2,2.0,0.0,3.0,.000,0.0,0.0,.000,2.0,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-2009 NBA NBA Summer League Stats,Yaroslav Korolev,DAL,1,15.5,2.0,1.0,4.0,.250,0.0,1.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0
2008-2009 NBA NBA Summer League Stats,Renaldas Seibutis,DAL,5,10.9,2.0,0.8,2.2,.364,0.0,0.2,.000,0.4,0.4,1.000,0.0,0.8,0.8,0.0,0.0,0.0,0.6,1.6
2008-2009 NBA NBA Summer League Stats,Marcus Stout,DET,4,9.0,2.0,1.0,2.3,.444,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,0.0,0.3,0.3,0.0,1.5,2.0
2008-2009 NBA NBA Summer League Stats,Noel Felix,SAC,5,5.3,1.8,0.6,1.2,.500,0.2,0.8,.250,0.4,0.4,1.000,0.2,0.8,1.0,0.2,0.0,0.2,0.4,1.8
2008-2009 NBA NBA Summer League Stats,Jeff Varem,DEN,5,14.5,1.8,0.6,2.8,.214,0.0,0.8,.000,0.6,0.6,1.000,1.0,2.4,3.4,0.4,0.2,0.0,1.8,2.8
2008-2009 NBA NBA Summer League Stats,Shaun Pruitt,NOP,4,7.6,1.8,0.8,2.0,.375,0.0,0.0,.000,0.3,1.0,.250,0.8,0.5,1.3,0.0,0.0,0.0,0.3,2.3
2008-2009 NBA NBA Summer League Stats,Russell Robinson,HOU,3,16.0,1.7,0.3,2.3,.143,0.0,0.0,.000,1.0,1.3,.750,0.3,1.0,1.3,1.3,1.7,0.3,1.7,2.3
2008-2009 NBA NBA Summer League Stats,Jamon Lucas,DEN,5,12.9,1.6,0.6,2.4,.250,0.2,0.4,.500,0.2,0.2,1.000,0.4,1.4,1.8,1.2,0.8,0.0,1.0,2.8
2008-2009 NBA NBA Summer League Stats,Dalron Johnson,NOP,2,8.1,1.5,0.5,1.5,.333,0.0,0.0,.000,0.5,1.0,.500,1.0,3.0,4.0,0.0,0.0,0.0,0.5,2.0
2008-2009 NBA NBA Summer League Stats,Derrick Allen,DET,2,6.1,1.5,0.5,1.5,.333,0.0,0.0,.000,0.5,1.0,.500,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.5
2008-2009 NBA NBA Summer League Stats,Jared Reiner,PHI,5,6.5,1.4,0.6,1.6,.375,0.0,0.0,.000,0.2,0.8,.250,1.6,0.6,2.2,0.6,0.2,0.0,0.6,1.4
2008-2009 NBA NBA Summer League Stats,Patrick Sanders,SAC,3,5.5,1.3,0.3,1.3,.250,0.0,0.0,.000,0.7,0.7,1.000,0.3,1.0,1.3,0.0,0.3,0.0,0.3,0.7
2008-2009 NBA NBA Summer League Stats,Koko Archibong,LAC,3,14.3,1.3,0.7,2.0,.333,0.0,0.0,.000,0.0,0.0,.000,0.3,0.7,1.0,0.0,0.3,0.7,0.7,2.3
2008-2009 NBA NBA Summer League Stats,Ian Young,GSW,3,4.8,1.3,0.3,1.0,.333,0.3,1.0,.333,0.3,0.3,1.000,0.0,0.3,0.3,0.7,0.0,0.0,0.7,2.7
2008-2009 NBA NBA Summer League Stats,Derrick Low,DAL,4,5.8,1.3,0.5,2.0,.250,0.3,1.3,.200,0.0,0.0,.000,0.0,0.8,0.8,0.8,0.3,0.0,0.5,0.5
2008-2009 NBA NBA Summer League Stats,Dru Joyce,CLE,4,8.1,1.3,0.3,1.5,.167,0.0,0.5,.000,0.8,0.8,1.000,0.5,0.3,0.8,0.8,0.0,0.0,0.8,1.0
2008-2009 NBA NBA Summer League Stats,David Simon,MEM,2,12.9,1.0,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.5,1.5,2.0,0.0,0.0,0.5,0.0,1.5
2008-2009 NBA NBA Summer League Stats,Ivan McFarlin,PHX,3,7.7,1.0,0.3,1.7,.200,0.0,0.0,.000,0.3,0.7,.500,1.3,1.0,2.3,0.7,0.0,0.0,1.0,1.3
2008-2009 NBA NBA Summer League Stats,Reggie Larry,GSW,2,5.4,1.0,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0
2008-2009 NBA NBA Summer League Stats,Brad Stricker,SAS,1,4.7,1.0,0.0,0.0,.000,0.0,0.0,.000,1.0,2.0,.500,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0
2008-2009 NBA NBA Summer League Stats,Antoine Johnson,NYK,2,5.3,1.0,0.5,1.0,.500,0.0,0.0,.000,0.0,0.0,.000,0.5,0.0,0.5,0.0,0.0,0.0,0.5,1.0
2008-2009 NBA NBA Summer League Stats,Dustin Salisbery,LAC,3,7.9,1.0,0.3,2.0,.167,0.0,0.3,.000,0.3,0.7,.500,0.0,0.0,0.0,0.7,0.3,0.0,0.3,0.7
2008-2009 NBA NBA Summer League Stats,Chris Ellis,POR,5,12.2,0.8,0.2,1.4,.143,0.0,0.0,.000,0.4,1.2,.333,1.2,1.6,2.8,0.0,0.4,0.6,1.6,4.4
2008-2009 NBA NBA Summer League Stats,Dan Fitzgerald,MIN,3,6.6,0.7,0.3,1.0,.333,0.0,0.0,.000,0.0,0.0,.000,0.3,0.7,1.0,0.0,0.3,0.0,0.7,1.3
2008-2009 NBA NBA Summer League Stats,Pat Ewing,SAC,3,15.0,0.7,0.3,2.7,.125,0.0,0.0,.000,0.0,0.0,.000,1.0,1.3,2.3,1.3,0.0,0.7,1.0,4.0
2008-2009 NBA NBA Summer League Stats,Brandon Robinson,POR,3,7.6,0.7,0.3,1.7,.200,0.0,0.0,.000,0.0,0.7,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
2008-2009 NBA NBA Summer League Stats,Kentrell Gransberry,DET,2,1.8,0.5,0.0,0.5,.000,0.0,0.0,.000,0.5,2.0,.250,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2.0
2008-2009 NBA NBA Summer League Stats,Daniel Dillon,MIL,1,6.8,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2008-2009 NBA NBA Summer League Stats,Marcus Malone,SAC,1,7.3,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2008-2009 NBA NBA Summer League Stats,Ryvon Covile,DET,4,4.5,0.0,0.0,0.3,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,1.3,1.3,0.0,0.0,0.0,0.0,1.3
2008-2009 NBA NBA Summer League Stats,Lanny Smith,HOU,1,5.7,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2008-2009 NBA NBA Summer League Stats,Brad Kanis,HOU,2,4.7,0.0,0.0,0.5,.000,0.0,0.0,.000,0.0,0.0,.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.5
2008-2009 NBA NBA Summer League Stats,Yohann Sangare,CLE,1,3.4,0.0,0.0,1.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2008-2009 NBA NBA Summer League Stats,Mark Tyndale,HOU,1,5.0,0.0,0.0,2.0,.000,0.0,0.0,.000,0.0,0.0,.000,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0
2009-2010 NBA NBA Summer League Stats,Anthony Randolph,GSW,4,32.6,26.8,9.8,16.0,.609,0.0,0.5,.000,7.3,9.8,.744,1.8,6.8,8.5,1.3,2.3,3.0,3.0,4.3
2009-2010 NBA NBA Summer League Stats,Anthony Morrow,GSW,3,35.7,24.7,9.3,15.3,.609,2.7,5.3,.500,3.3,3.3,1.000,1.7,3.0,4.7,0.3,0.7,0.0,3.3,2.0
2009-2010 NBA NBA Summer League Stats,Nick Young,WAS,4,33.0,23.8,7.8,15.5,.500,3.0,7.5,.400,5.3,6.0,.875,0.0,2.0,2.0,0.8,0.8,0.5,3.3,2.3
2009-2010 NBA NBA Summer League Stats,Eric Gordon,LAC,2,31.2,21.5,5.5,12.5,.440,0.0,2.5,.000,10.5,11.0,.955,0.5,2.0,2.5,1.5,1.5,0.0,2.5,1.5
2009-2010 NBA NBA Summer League Stats,Adam Morrison,LAL,4,32.6,20.8,7.3,17.3,.420,2.0,4.8,.421,4.3,4.8,.895,1.5,3.5,5.0,2.0,0.8,0.5,2.5,2.5
2009-2010 NBA NBA Summer League Stats,Marcus Thornton,NOP,3,29.7,20.7,7.3,16.7,.440,1.7,5.7,.294,4.3,6.7,.650,2.0,1.3,3.3,0.3,2.3,0.3,1.0,5.0
2009-2010 NBA NBA Summer League Stats,Othyus Jeffers,SEL,2,22.8,20.5,6.5,12.5,.520,0.0,1.0,.000,7.5,8.5,.882,3.0,4.0,7.0,1.0,1.0,0.0,3.0,1.5
